company name,company description,website url,linkedin url,careers page url,job listings page url,job post1 url,job post1 title,job post2 url,job post2 title,job post3 url,job post3 title
Enlight Renewable Energy,"Scaling global solar, wind, and energy storage for a sustainable future.",https://enlightenergy.co.il,https://il.linkedin.com/company/enlight-renewable-energy-ltd-enlt-,https://enlightenergy.co.il/data/job-openings/,https://www.linkedin.com/jobs/enlight-renewable-energy-ltd-%28enlt%29-jobs-worldwide?f_C=9025493&trk=top-card_top-card-primary-button-top-card-primary-cta,https://pl.linkedin.com/jobs/view/project-engineer-europe-at-enlight-renewable-energy-ltd-enlt-4218628040?position=1&pageNum=0&refId=HEW%2FAsuiFebm8WqGeB8uRA%3D%3D&trackingId=qtn4O10G0DeRyd9MLqPhtw%3D%3D,Project Engineer - Europe,https://es.linkedin.com/jobs/view/project-manager-construction-renewable-energy-at-enlight-renewable-energy-ltd-enlt-4281645263?position=2&pageNum=0&refId=HEW%2FAsuiFebm8WqGeB8uRA%3D%3D&trackingId=eP8VZfSpymcWu787WtRCXA%3D%3D,"Project Manager (Construction-Renewable Energy) ,https://il.linkedin.com/jobs/view/financial-controller-at-enlight-renewable-energy-ltd-enlt-4279377840?position=3&pageNum=0&refId=HEW%2FAsuiFebm8WqGeB8uRA%3D%3D&trackingId=QQX6ZGoyxVFQk1BvHsxwWw%3D%3D,Financial Controller — Enlight",,
Xpeng Motors,"Pioneering intelligent EVs and eVTOLs for a sustainable, eco-friendly future.",https://www.xpeng.com,https://www.linkedin.com/company/xpengmotorsglobal,https://www.xpeng.com/join-us,http://job-boards.greenhouse.io/xpengmotors,,,,,,
Raylo,"Empowering circular economy with sustainable, affordable lease-and-reuse of consumer goods.",https://www.raylo.com,https://uk.linkedin.com/company/raylo,https://www.raylo.com/careers,https://www.raylo.com/careers,,,,,,
BackMarket,"Marketplace for restored gadgets, reducing e-waste and promoting sustainable tech consumption.",https://www.backmarket.com,https://www.linkedin.com/company/back-market,https://www.backmarket.com/en-us/careers/home?srsltid=AfmBOoovSBxIfSLeEEeF1kjOX8vuN4rZDM_05nLV5u9p7XkC2UlPuqDB,https://jobs.lever.co/backmarket,,,,,,
Protera,"Cutting-edge protein tech for sustainable, nutritious food and reduced environmental impact.",https://www.protera.com,https://www.linkedin.com/company/protera,https://www.protera.com/sap/careers,https://jobs.workable.com/company/63e56c6a319c852ea859a9d3/jobs-at-protera,,,,,,
Stora Enso,"Innovative, renewable solutions for paper, biomaterials, and packaging, reducing carbon footprint globally.",https://www.storaenso.com,https://www.linkedin.com/company/stora-enso,https://www.storaenso.com/en/careers/open-positions,https://storaenso.wd3.myworkdayjobs.com/Stora_Enso_site_opportunities, https://storaenso.wd3.myworkdayjobs.com/Stora_Enso_site_opportunities/job/Ostrava/Data-Engineer_JR109467-1, Data Engineer Ostrava, https://storaenso.wd3.myworkdayjobs.com/Stora_Enso_site_opportunities/job/Beihai-City/Bale-Line-operator_JR109569, Bale Line Operator China, https://storaenso.wd3.myworkdayjobs.com/Stora_Enso_site_opportunities/job/Sveg/Virkeskpare-till-Hrjedalen-sdra-Jmtland--Stora-Enso-Skog_JR109564-1, Virkesköpare till Härjedalen/södra Jämtland Stora Enso Skog(sveg Sweden)
Memodo,Empowering sustainable energy solutions with a comprehensive range of solar and storage systems.,https://www.memodo-shop.com,https://www.linkedin.com/company/memodo-pl/,https://www.memodo-shop.com/m/company/jobs/,https://www.linkedin.com/jobs/memodo-gmbh-jobs-worldwide,https://de.linkedin.com/jobs/view/senior-accountant-m-w-d-at-memodo-gmbh-4270378509?position=1&pageNum=0&refId=8%2FQT7qIT%2BXr795OXcTGg%2Bg%3D%3D&trackingId=rBu2euKVBKT4oQ5Tn%2BCnmg%3D%3D,(Senior) Accountant (m/w/d) ,https://de.linkedin.com/jobs/view/senior-accountant-m-w-d-at-memodo-gmbh-4272812004?position=2&pageNum=0&refId=8%2FQT7qIT%2BXr795OXcTGg%2Bg%3D%3D&trackingId=Z9%2FEVS1dRDltGXzT6GmydA%3D%3D,(Senior) Accountant (m/w/d)(40 Std./Woche),https://www.linkedin.com/jobs/view/sales-manager-in-kundenakquise-at-memodo-gmbh-4176319265?position=3&pageNum=0&refId=8%2FQT7qIT%2BXr795OXcTGg%2Bg%3D%3D&trackingId=OstVJniSJKwG1QUS8tKCtQ%3D%3D,Sales Manager*in Kundenakquise
Climate X,"Evaluate your organization's climate risk with comprehensive, integrated physical risk insights.",https://www.climate-x.com,https://uk.linkedin.com/company/climate-x,https://www.climate-x.com/careers,https://boards.greenhouse.io/climatex/jobs/4528910101,,,,,,
Scatec Solar,"Delivering affordable, sustainable solar power worldwide with a 600 MW installation track record.",https://scatec.com,https://www.linkedin.com/company/scatec/,https://scatec.com/work-with-us/working-in-scatec/,https://www.linkedin.com/jobs/scatec-asa-jobs-worldwide,https://bw.linkedin.com/jobs/view/general-service-team-gst-at-scatec-asa-4276986866?position=1&pageNum=0&refId=5Px3YwdGrBCCcGvOr9KGug%3D%3D&trackingId=kiZbhXjy1tbU%2FQ1xQ2ha%2FQ%3D%3D,General Service Team (GST),https://eg.linkedin.com/jobs/view/accountant-at-scatec-asa-4277657794?position=2&pageNum=0&refId=5Px3YwdGrBCCcGvOr9KGug%3D%3D&trackingId=%2BCcHuKo9y%2FIBvsyZvtLKNQ%3D%3D,Accountant ,https://pk.linkedin.com/jobs/view/financial-analyst-at-scatec-asa-4275260387?position=3&pageNum=0&refId=5Px3YwdGrBCCcGvOr9KGug%3D%3D&trackingId=4bfnwSrEkP%2BmcG8dw6EP%2BA%3D%3D,Financial Analyst
Centrica Energy,"Driving global green energy transition with sustainable, predictable energy trading.",https://www.centrica.com,https://uk.linkedin.com/company/centricaenergy,https://centricaenergy.com/careers/,https://centrica.wd3.myworkdayjobs.com/Centrica, https://centrica.wd3.myworkdayjobs.com/Centrica/job/Dublin/Operations-Coordinator---Installations_R0075983, Operations Coordinator - Installations(IE - Dublin - Warrington Plc), https://centrica.wd3.myworkdayjobs.com/Centrica/job/Windsor/Senior-Software-Engineering-Manager_R0072526-1, Senior software engineer manager(UK - Windsor - Millstream), https://centrica.wd3.myworkdayjobs.com/Centrica/job/Windsor/Senior-Software-Engineering-Manager--Centrica-Products-_R0074101-1, Senior Software Engineering Manager (Mobile Products) UK - Windsor - Millstream
Enpal,"Powering Europe's renewable future with flexible, hassle-free solar solutions. Join the green energy revolution.",https://www.enpal.com,https://www.linkedin.com/company/enpal/,https://www.jobs.enpal.com/,https://careers.smartrecruiters.com/EnpalBV,,,,,,
ProVeg International,Transforming global food systems to plant-based alternatives for a sustainable future.,https://proveg.com,https://www.linkedin.com/company/proveginternational/,https://proveg.jobs.personio.de/?language=en,https://proveg.jobs.personio.de/?language=en,https://proveg.jobs.personio.de/job/2272299?language=en,Assistente de Projetos de AlimentaÃ§Ã£o e NutriÃ§Ã£o - Temporary-Part-timeÂ·Brazil Remote-Brazil BelÃ©m (PA) BrasiliaÂ·Brazil Remote-Brazil BelÃ©m (PA) Brasilia,https://proveg.jobs.personio.de/job/2281380?language=en,Chamada para seleÃ§Ã£o de propostas pesquisa cientÃ­fica-Desmatamento e sistemas alimentares no Brasil - Temporary-Full or part-timeÂ·Brazil RemoteÂ·Brazil Remote,https://proveg.jobs.personio.de/job/1673345?language=en,Public Policy Manager ProVeg Brazil - Permanent employee-Full-timeÂ·Brazil RemoteÂ·Brazil Remote
Renewable Energy Systems,Driving global clean energy with 22 GW new capacity in next five years.,https://www.res-group.com,https://uk.linkedin.com/company/res-group,https://www.res-group.com/us/careers/,https://jobs.jobvite.com/resgroup,,,,,,
CDP Global,Global environmental disclosure leader empowering organizations with rich data for sustainable impact and innovation.,https://www.cdp.net,https://uk.linkedin.com/company/cdp-worldwide,https://www.cdp.net/en/careers,https://cdpworldwide.teamtailor.com/jobs,https://cdpworldwide.teamtailor.com/jobs/6262802-customer-success-account-manager-disclosure-services-apac,Customer Success Account Manager Disclosure Se... - Customer Success · CDP Worldwide (Hong Kong) Ltd · Hybrid,https://cdpworldwide.teamtailor.com/jobs/6247528-global-people-systems-and-data-manager,Global People Systems and Data Manager - People and Workplace Experience · CDP Global - London · Hybrid,https://cdpworldwide.teamtailor.com/jobs/6243083-senior-manager-data-governance,Senior Manager- Data Governance - Product · CDP Global - London · Hybrid
GreenFlux,Empowering e-mobility networks to accelerate sustainable transportation.,https://www.greenflux.com,https://ci.linkedin.com/company/greenflux?trk=products_seo_search,,https://www.greenflux.com/careers/,,,,,,
Navvis,Transforming physical spaces into digital twins for enhanced productivity and sustainability.,https://www.navvis.com,https://www.linkedin.com/company/navvis,https://www.navvis.com/company/careers,https://boards.eu.greenhouse.io/navvis/jobs/4187062101,,,,,,
Gropyus,"Innovative tech for truly sustainable, affordable, and resource-conserving buildings.",https://www.gropyus.com,https://at.linkedin.com/company/gropyus,https://www.gropyus.com/careers,https://job-boards.eu.greenhouse.io/gropyus/jobs/4221230101,,,,,,
Enter,Optimize home energy efficiency with tailored upgrades and maximize savings and subsidies.,https://www.enter-world.com,https://www.linkedin.com/company/enter.works,https://www.careeronestop.org/,https://jobs.workable.com/,https://jobs.workable.com/view/6rfHsyyVLXG3uziHY282ft/business-development-executive-(field-sales)-%7C-bengaluru-in-bengaluru-at-apna,Business Development Executive (Field Sales) | Bengaluru,https://jobs.workable.com/view/6U18z753G8cR2nTrEKyZDP/remote-senior-outsystems-developer-in-india-at-blackstone-eit,Senior Outsystems Developer,https://jobs.workable.com/view/qvuoUU4Huzvrfnh9fi9pPV/business-development-executive-(field-sales)-%7C-chennai-in-chennai-at-apna,Business Development Executive (Field Sales) | Chennai
Pioneer Transformers,Custom liquid-filled transformers designed for energy-efficient and sustainable electrical solutions.,https://pioneertransformers.com,https://www.linkedin.com/company/pioneer-transformer-co,https://pioneertransformers.com/careers/,https://pioneertransformers.com/careers/,,,,,,
International Council on Clean Transportation,Advancing eco-friendly and energy-efficient transport for a healthier planet.,https://theicct.org,https://www.linkedin.com/company/the-international-council-on-clean-transportation,,https://www.linkedin.com/jobs/the-international-council-on-clean-transportation-jobs, https://www.linkedin.com/jobs/view/contracting-and-regranting-manager-at-the-international-council-on-clean-transportation-4278662028?position=1&pageNum=0&refId=vDvkjGRFWL4ubm%2FrGWo9gw%3D%3D&trackingId=Kw6S%2BwavxTfPEvLOa7WyPQ%3D%3D, Contracting and Regranting Manager ,https://www.linkedin.com/jobs/view/manager-airport-contracts-remote-work-assignment-available-at-frontier-airlines-4226398856?position=2&pageNum=0&refId=vDvkjGRFWL4ubm%2FrGWo9gw%3D%3D&trackingId=Vb%2BY45GzwMvhEFdybRYtyw%3D%3D,Manager-Airport Contracts (Remote Work Assignment Available),https://www.linkedin.com/jobs/view/sr-director-director-customer-experience-at-frontier-airlines-4280945923?position=3&pageNum=0&refId=vDvkjGRFWL4ubm%2FrGWo9gw%3D%3D&trackingId=ONhItayzhiqQpibOkS6FyA%3D%3D, Sr-Director/Director
BoxPower Inc.,"Modular microgrids delivering clean, reliable energy as a diesel generator alternative.",https://boxpower.io,https://www.linkedin.com/company/boxpower,,"https://www.ziprecruiter.com/co/Boxpower/Jobs/-in-Grass-Valley,CA",,,,,,
Global Energy Monitor,Empowering sustainable energy with open-access data on global infrastructure and resources.,https://globalenergymonitor.org,https://www.linkedin.com/company/global-energy-monitor,,https://www.indeed.com/q-global-energy-monitor-jobs.html,,,,,,
World Resources Institute,"Driving sustainable solutions for climate, energy, water, and more to secure a sustainable future.",https://www.wri.org,https://www.linkedin.com/company/world-resources-institute,https://www.wri.org/join-us,https://jobs.jobvite.com/wri,,,,,,
Everlight Solar,"Hassle-free, affordable solar energy solutions with no upfront cost for homeowners.",https://everlightsolar.com,https://www.linkedin.com/company/everlight-solar,https://everlightsolar.com/jobs/,https://everlightsolar.com/jobs/,,,,,,
Serve Robotics,"Zero-emissions robots revolutionizing sustainable, self-driving food delivery.",https://www.serverobotics.com,https://www.linkedin.com/company/serverobotics,,https://www.serverobotics.com/careers,,,,,,
Common Energy,Switch to clean energy and reduce your carbon footprint in minutes.,https://www.commonenergy.us,https://www.linkedin.com/company/common-energy,https://www.commonenergy.us/careers,https://jobs.workable.com/company/qkGsitUrVaRVUxXz3oMH3G/jobs-at-common-energy,https://jobs.workable.com/view/mCgymXkBx83EYTAHVgAM92/remote-director-of-community-engagement---illinois-in-greater-chicago-area-at-common-energy,Director of Community Engagement - Illinois,https://jobs.workable.com/view/q7ynqQJdsVY9JYjB1iT6Zu/remote-director-of-community-engagement---maryland-in-baltimore-at-common-energy,Director of Community Engagement - Maryland,,
Scout Motors,Reimagining iconic American SUVs as next-gen all-electric trucks for a sustainable future.,https://www.scoutmotors.com,https://www.linkedin.com/company/scoutmotors,https://www.scoutmotors.com/careers,https://www.scoutmotors.com/careers,,,,,,
Re:Build Manufacturing,Revitalizing U.S. manufacturing with cutting-edge tech for a sustainable future.,https://rebuildmanufacturing.com,https://www.linkedin.com/company/re-build-manufacturing,https://rebuildmanufacturing.com/careers/,https://job-boards.greenhouse.io/rebuildmanufacturing/jobs/4279418005,,,,,,
Via Transporation,"Transforming global transport systems into efficient, affordable, and sustainable networks with cutting-edge software.",https://ridewithvia.com,https://www.linkedin.com/company/ridewithvia,https://ridewithvia.com/careers/jobs,http://job-boards.greenhouse.io/via,,,,,,
Lucid Motors,Innovative electric vehicles redefining sustainable mobility and elevating the driving experience.,https://lucidmotors.com,https://www.linkedin.com/company/lucidmotors,,https://lucidmotors.com/careers,,,,,,
Outrider,Automating yard operations with zero-emission systems for sustainable freight transportation.,https://outriders.square-enix-games.com,https://www.linkedin.com/company/outridertech,https://www.outrider.ai/careers/,http://job-boards.greenhouse.io/outrider,,,,,,
Base Power Company,Revolutionizing home energy with distributed batteries for grid support and outage protection at low cost.,https://www.basepowercompany.com,https://www.linkedin.com/company/basepowercompany,https://www.basepowercompany.com/careers,https://www.basepowercompany.com/careers,,,,,,
Greenlight Biosciences,"Nature-powered, eco-friendly crop protection solutions for sustainable agriculture.",https://www.greenlightbiosciences.com,https://www.linkedin.com/company/greenlight-biosciences,https://www.greenlightbiosciences.com/careers,https://www.greenlightbiosciences.com/careers,,,,,,
GoodLeap,Democratizing sustainable home upgrades with $27 billion in financing and AI-driven tools since 2018.,https://www.goodleap.com,https://www.linkedin.com/company/goodleap,https://www.goodleap.com/careers,https://jobs.lever.co/goodleap,https://jobs.lever.co/goodleap/2e564ded-ed17-4f27-b02d-18ef88eb5566,Application Support Operations AnalystRemote —Full TimeRemote- US,https://jobs.lever.co/goodleap/c7db76cf-9485-4a2a-8254-c20bf870e121,Salesforce DeveloperRemote —Full TimeRemote US / Roseville CA - HQ / San Mateo CA / San Francisco CA / Irvine CA / Plano TX / Lehi UT / Remote,https://jobs.lever.co/goodleap/48b7a6ee-d738-4dc2-907d-032dfcc62f0c,Salesforce Solution AnalystRemote —Full TimeRoseville CA - HQ / San Mateo CA / San Francisco CA / Irvine CA / Plano TX / Lehi UT / Remote US
AiDash,Climate-resilient infrastructure with satellite-powered AI for sustainability and cost efficiency.,https://www.aidash.com,https://www.linkedin.com/company/aidash,https://www.aidash.com/careers/,https://jobs.lever.co/aidash,https://jobs.lever.co/aidash/cca463a3-4c94-4d28-b76a-153ca160d410,Technical Project Manager-Hybrid —Full TimeBengaluru- India / Gurugram India,https://jobs.lever.co/aidash/4fbd0e96-08e7-41cb-b438-c45c0bf3e68d,Head of Professional ServicesHybrid —Full Time-Palo Alto California,https://jobs.lever.co/aidash/1050f19a-fbb2-46a4-92e2-4e646fb18872,Software Development Engineer I - iOSHybrid —Full Time-Bengaluru India
Plus,"AI-powered autonomous driving for a safer, greener world.",https://www.disneyplus.com,https://www.linkedin.com/company/plusai,https://pluspr.com/plus-careers/,https://www.linkedin.com/jobs,,,,,,
Mainspring Energy,"Flexible, scalable energy systems accelerating the transition to a net-zero carbon grid.",https://www.mainspringenergy.com,https://www.linkedin.com/company/mainspringenergy,https://www.mainspringenergy.com/careers/,https://jobs.lever.co/mainspringenergy,https://jobs.lever.co/mainspringenergy/86a5f6a7-9e2d-4543-adff-1f1d7289be64,East Coast Director of Business Development Grid Side-Remote —SalaryMenlo Park CA,https://jobs.lever.co/mainspringenergy/df4d8716-7336-4407-ae00-facf96bdd5d7,Senior Technical Program ManagerHybrid —Salary-Menlo Park CA,https://jobs.lever.co/mainspringenergy/1d576f8c-2f11-4e06-a5b2-bfa0c22f60cd,Staff Technical Program ManagerOn-site —SalaryMenlo Park CA
Climate Power,"Historic clean energy investment cuts costs, creates jobs, and protects our planet.",https://climatepower.us,https://www.linkedin.com/company/climate-power,https://climatepower.us/about/jobs/,https://jobs.lever.co/climatepower,https://jobs.lever.co/climatepower/f38aa3d8-b212-4284-8a2a-c7393c74c22b,Director of Broadcast CommunicationsRemote —Full TimeWashington DC,https://jobs.lever.co/climatepower/453432df-5604-4234-887e-86f4fbbd0813,Chief Program OfficerRemote —Full TimeWashington DC,https://jobs.lever.co/climatepower/cb90afcf-7779-4441-aebe-416a1932e0e5,Executive DirectorRemote —Full TimeWashington DC
Intersect Power,"Scalable low-carbon solutions for retail and wholesale energy markets, offering clean electricity and fuels.",https://www.intersectpower.com,https://www.linkedin.com/company/intersect-power,https://jobs.lever.co/intersectpower,https://jobs.lever.co/intersectpower,https://jobs.lever.co/intersectpower/d91b3333-44a8-4231-b6ff-5f847542a470,Project Manager Solar ConstructionRemote —Full-time remote-United States,https://jobs.lever.co/intersectpower/2b197f8a-e72f-43f1-bb64-3ad08c7e12c8,Project Finance Team Member-Remote —Full-time United States / Canada,https://jobs.lever.co/intersectpower/d80395ee-07e8-4580-be37-bbf5cac11315,General Ledger AccountantRemote —Full-time remote-United States
Universal Engineering Sciences,Innovative engineering for sustainable infrastructure and environmental solutions nationwide.,https://www.teamues.com,https://www.linkedin.com/company/teamues,https://careers.teamues.com/,https://www.indeed.com/q-universal-engineering-sciences-jobs.html, https://www.indeed.com/q-universal-engineering-sciences-jobs.html?vjk=0806e49891916d10, Forensic Engineer-Gainesville-FL 32607-Remote, https://www.indeed.com/q-universal-engineering-sciences-jobs.html?vjk=e779d7748218e687, CAD Drafter-1955 Vaughn Rd NW Ste 101- Kennesaw- GA 30144, https://www.indeed.com/q-universal-engineering-sciences-jobs.html?vjk=fd3458351a4fdb72, Staff engineer-1748 Independence Boulevard-Sarasota-FL 34234
Freedom Solar Power,"Leading, cost-effective solar solutions reducing carbon footprint in Texas, Colorado, Florida, Virginia, and North Carolina.",https://freedomsolarpower.com,https://www.linkedin.com/company/freedom-solar,https://freedomsolarpower.com/careers,https://jobs.lever.co/freedomsolarpower,https://jobs.lever.co/freedomsolarpower/f7cb4d8f-7442-4123-8455-04f2ff612920,Commercial Licensed Journeyman ElectricianOn-site —Full-TimeAustin TX,https://jobs.lever.co/freedomsolarpower/c1bec968-33d2-4f7f-9b84-1f016696cf76,Benefits and Payroll CoordinatorOn-site —Full-TimeAustin TX,https://jobs.lever.co/freedomsolarpower/0adb646c-98f2-4033-8f44-9c2f74458a23,Solar Service CoordinatorOn-site —Full-TimeAustin TX
Energy Solutions,Innovative consulting firm delivering market-based energy solutions for environmental impact.,https://energy-solution.com,https://www.linkedin.com/company/energy-solutions,https://energy-solution.com/careers/,https://job-boards.greenhouse.io/energysolutions/jobs/4721963007,,,,,,
Clearloop,Transforming U.S. communities with clean energy and new solar projects for maximum environmental impact.,https://clearloop.us,https://www.linkedin.com/company/clearloop-us,https://clearloop.us/careers/,https://apply.workable.com/clearloop/?lng=en,,,,,,
Hayden AI,"AI-driven solutions for safer, faster transit and sustainable urban development.",https://hayden.ai,https://www.linkedin.com/company/haydenaitech,https://hayden.ai/careers,https://www.linkedin.com/company/haydenaitech/jobs,https://www.linkedin.com/jobs/view/executive-assistant-to-the-ceo-at-hayden-ai-4281934303?refId=LYeUZVSSTHSIfoQ6E22LpQ%3D%3D&trackingId=HWso3u8%2BBsIaOZfV0zzchg%3D%3D,Executive Assistant to the CEO — ,https://www.linkedin.com/jobs/view/software-engineer-edge-applications-at-hayden-ai-4277402204?refId=LYeUZVSSTHSIfoQ6E22LpQ%3D%3D&trackingId=cxdJEszfWs1B47QzRHMkuw%3D%3D,"Software Engineer, Edge Applications — ",https://www.linkedin.com/jobs/view/staff-software-engineer-pilots-at-hayden-ai-4268689460?refId=LYeUZVSSTHSIfoQ6E22LpQ%3D%3D&trackingId=1pGtfcqI3hrY9aRDaxJkVQ%3D%3D,Staff Software Engineer-Pilots — 
Too Good To Go,"Reduce food waste and save surplus food with our convenient, planet-friendly app.",https://www.toogoodtogo.com,https://www.linkedin.com/company/too-good-to-go,https://www.toogoodtogo.com/en-us/careers,https://www.toogoodtogo.com/en-us/careers,,,,,,
Ramboll Management Consulting,Driving decarbonization and sustainable business models across global markets.,https://www.ramboll.com,https://www.linkedin.com/company/ramboll-management-consulting,https://www.ramboll.com/careers,https://www.ziprecruiter.com/co/ramboll/Jobs/Managing-Consultant/--in-California,,,,,,
AECOM,Building sustainable legacies through innovative infrastructure and environmental solutions.,https://aecom.com,https://www.linkedin.com/company/aecom,https://aecom.com/careers/,https://careers.smartrecruiters.com/AECOM2/internal-mobility,,,,,,
EngSoc,Top 10 global leader advancing UN Sustainable Development Goals through research and innovation.,https://www.engsoc.uwaterloo.ca,https://au.linkedin.com/company/unsw-engineering-society,https://breezy.engsoc.queensu.ca/?department=Communications,https://www.engsoc.queensu.ca/news/category/jobs-applications/,,,,,,
Republic Services,Committed to sustainable waste management for a greener future.,https://www.republicservices.com,https://www.linkedin.com/company/republic-services-inc,https://jobs.republicservices.com/us/en/,https://jobs.republicservices.com/us/en/,,,,,,
Sightline Climate (CTVC),Data-driven platform empowering investment and innovation in the new climate economy,https://www.ctvc.co,https://www.linkedin.com/company/ctvc,,https://www.linkedin.com/posts/green-jobs-network_sightline-climate-careers-activity-7204609209210961920-UeJb,,,,,,
Pano AI,Revolutionizing disaster management for climate resilience with AI-powered wildfire detection.,https://www.pano.ai,https://www.linkedin.com/company/pano-ai,https://www.pano.ai/join-us,https://jobs.lever.co/pano,https://jobs.lever.co/pano/756da3a0-0566-45f8-be24-05b0296fc956,Customer Success ManagerRemote —Full-Time RemoteSan Francisco California,https://jobs.lever.co/pano/1a39b6da-fe35-44f5-bfe2-ae606c17dd03,Director Customer Success and Community EngagementHybrid —Full-TimeSan Francisco California,https://jobs.lever.co/pano/b0f236df-4080-45e0-9510-92d1f96a9d77,Director AI / PerceptionRemote —Full-Time RemoteSan Francisco California
Unirac,Driving solar energy adoption with top-tier PV mounting systems and unmatched expertise.,https://unirac.com,https://www.linkedin.com/company/unirac-inc-,https://unirac.com/careers/,https://unirac.com/careers/,,,,,,
Oklo,"Oklo's mission is to provide clean, reliable, affordable energy through the deployment of next-generation fast fission technology and recycling nuclear waste.",https://www.oklo.com,https://www.linkedin.com/company/oklo,https://oklo.com/careers/,https://job-boards.greenhouse.io/oklo/jobs/5404541004,,,,,,
Trek Bicycle Corp (Australia),Empowering diverse teams to revolutionize cycling for a sustainable future.,https://www.trekbikes.com,https://www.linkedin.com/company/trekbikes,,https://trekbikes.wd1.myworkdayjobs.com/TREK, https://trekbikes.wd1.myworkdayjobs.com/TREK/job/Canberra-ACT-Australia/Trek-Bicycle---Multiple-Positions_Trek101110, Trek Australia - Expressions of Interest Canberra ACT australia, https://trekbikes.wd1.myworkdayjobs.com/TREK/job/Berlin-Adlershof-Germany/Mitarbeiter-fr-den-Bikeshop-in-Berlin-Adlershof--all-genders-_Trek112853, Mitarbeiter für den Bikeshop in Berlin Adlershof (all genders)Trek Store Berlin Adlershof, https://trekbikes.wd1.myworkdayjobs.com/TREK/job/Goleta-California/Sales-Associate---Part-Time_Trek109934-1, Sales Associate - Part Time- Goleta California
Equilibrium Energy,Accelerating clean energy with data-driven solutions to significantly reduce global carbon emissions.,https://www.equilibriumenergy.com,https://www.linkedin.com/company/equilibrium-energy-inc,https://www.equilibriumenergy.com/careers,https://www.equilibriumenergy.com/careers,,,,,,
Iberdrola,Accelerating America's clean energy transition with sustainable power and industry-leading ethical practices.,https://www.iberdrola.com,https://www.linkedin.com/company/iberdrola/,https://www.iberdrola.com/careers,https://iberdrola.wd3.myworkdayjobs.com/Iberdrola, https://iberdrola.wd3.myworkdayjobs.com/Iberdrola/job/Brazil-Atibaia/Agente-de-Faturamento--Vaga-Exclusiva-Para-Pessoas-com-Deficincia-_R-20070, Agente de Faturamento (Vaga Exclusiva Para Pessoas com Deficiência)Brazil-Atibaia, https://iberdrola.wd3.myworkdayjobs.com/Iberdrola/job/Brazil-Recife/Banco-de-Talentos-para-Eletricistas---Neoenergia-Pernambuco_R-02154-1, Banco de Talentos para Eletricistas | Neoenergia Pernambuco-Brazil-Recife, https://iberdrola.wd3.myworkdayjobs.com/Iberdrola/job/Brazil-Natal/Banco-de-Talentos---Controlador-a--I--vaga-exclusiva-para-pessoas-com-deficincia-_R-07367, Banco de Talentos | Controlador(a) I (vaga exclusiva para pessoas com deficiência)-Brazil(natal)
EsVolta,Empowering the grid with large-scale battery energy storage to enhance sustainability.,https://www.esvolta.com,https://www.linkedin.com/company/esvolta-lp,https://www.esvolta.com/careers,https://www.esvolta.com/careers,,,,,,
Terracycle,"Transforming unrecyclable waste into eco-friendly products, from ocean plastics to playgrounds.",https://www.terracycle.com,https://www.linkedin.com/company/terracycle,https://www.terracycle.com/ko-KR/pages/2571?srsltid=AfmBOor_IvmyMsbonpzdwmHL1Nel8UiuosYS2MfqYQabzsiJOSshMm5a,https://www.terracycle.com/en-IE/pages/careers?srsltid=AfmBOopbIvCPMP5UbacSwEmKNxGNG8FrMQZjU8euZrllXRSoxcixuXPV,,,,,,
Electric Power Engineers,Enhancing grid reliability and resiliency for a sustainable energy future.,https://epeconsulting.com,https://www.linkedin.com/company/epeconsulting,,https://www.indeed.com/q-electric-power-engineers-jobs.html, https://careers-epeconsulting.icims.com/jobs/1797/principal-ui-sofware-engineer/job, Principal UI Software engineer-PA-Panama City, https://careers-epeconsulting.icims.com/jobs/1793/executive-assistant/job, Executive Assistant LocationUS-TX-Austin, https://careers-epeconsulting.icims.com/jobs/1791/billing-and-invoicing-specialist---accounts-receivable/job, Billing and Invoicing Specialist - Accounts Receivable LocationUS-TX-Austin
Institute for Energy Economics and Financial Analysis (IEEFA,Accelerating the transition to a sustainable and diverse energy economy.,https://ieefa.org,https://www.linkedin.com/company/institute-for-energy-economics-and-financial-analysis,https://ieefa.org/careers,https://ieefa.org/careers,,,,,,
C40 Cities,"Uniting 96 cities for bold climate action and a sustainable, healthier future.",https://www.c40.org,https://uk.linkedin.com/company/c40-cities-climate-leadership-group,https://www.c40.org/careers/,https://www.linkedin.com/jobs/c40-cities-jobs-worldwide,https://gh.linkedin.com/jobs/view/technical-advisor-c40-cities-finance-facility-cff-at-giz-ghana-3921143864?position=1&pageNum=0&refId=49QU7GV0J%2Be2fII7JWBjsA%3D%3D&trackingId=iqBXA%2F7SxIgV2fm%2BPu9fow%3D%3D,Technical Advisor (C40 Cities Finance Facility (CFF),https://za.linkedin.com/jobs/view/senior-just-transition-specialist-at-palladium-make-it-possible-4277694649?position=2&pageNum=0&refId=49QU7GV0J%2Be2fII7JWBjsA%3D%3D&trackingId=HyAa13hJjDJYfjVL2A7Tdg%3D%3D,Senior Just Transition Specialist,https://za.linkedin.com/jobs/view/senior-just-transition-specialist-at-palladium-make-it-possible-4277808088?position=3&pageNum=0&refId=49QU7GV0J%2Be2fII7JWBjsA%3D%3D&trackingId=%2FBb0zD3iqvlEfTeaect0lA%3D%3D,Senior Just Transition Specialist — The UK PACT (Partnering for Accelerated Climate Transitions) 
